employment,country,edlevel,orgsize,yearscode,yearscodepro,currency,comptotal,age,year,comptotal_usd,edvalue,employment_value,lower_bound_orgsize,upper_bound_orgsize
Employed part-time,Slovakia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,4,1,European Euro,,24,2020,,10,2,100,499
Employed full-time,Malta,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1000 to 4999 employees,5,Less than 1 year,European Euro,24000.0,24,2020,28320.0,10,0,1000,4999
Employed full-time,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1000 to 4999 employees,9,2,European Euro,,20,2020,,10,0,1000,4999
Employed full-time,United Kingdom,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,35,20,Pound sterling,85000.0,41,2020,116450.00000000001,10,0,20,99
"Independent contractor, freelancer, or self-employed",United Kingdom,"Other doctoral degree (Ph.D., Ed.D., etc.)",2 to 9 employees,10,5,Pound sterling,40000.0,33,2020,54800.00000000001,11,1,2,9
Employed full-time,United Kingdom,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,9,1,Pound sterling,35000.0,24,2020,47950.00000000001,9,0,100,499
Employed part-time,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,8,6,European Euro,,24,2020,,10,2,2,9
Employed part-time,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,15,8,European Euro,,24,2020,,10,2,2,9
Employed full-time,Spain,Some college/university study without earning a degree,100 to 499 employees,30,25,European Euro,40000.0,51,2020,47200.0,1,0,100,499
Employed full-time,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5000 to 9999 employees,10,2,Swiss franc,87000.0,24,2020,94830.0,9,0,5000,9999
"Independent contractor, freelancer, or self-employed",Russian Federation,"Other doctoral degree (Ph.D., Ed.D., etc.)",20 to 99 employees,26,21,United States dollar,,31,2020,,11,1,20,99
Employed full-time,United States,"Associate degree (A.A., A.S., etc.)",100 to 499 employees,15,7,United States dollar,52000.0,28,2020,52000.0,12,0,100,499
Employed full-time,Germany,Some college/university study without earning a degree,20 to 99 employees,17,10,European Euro,50000.0,37,2020,59000.0,1,0,20,99
Employed full-time,Ireland,"Other doctoral degree (Ph.D., Ed.D., etc.)",20 to 99 employees,22,12,European Euro,75000.0,38,2020,88500.0,11,0,20,99
Employed full-time,United Kingdom,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,7,2,Pound sterling,39500.0,26,2020,54115.00000000001,9,0,10000,10001
"Independent contractor, freelancer, or self-employed",Egypt,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,13,4,United States dollar,6500.0,23,2020,6500.0,10,1,10,19
Employed full-time,Netherlands,Some college/university study without earning a degree,10 to 19 employees,21,15,European Euro,,37,2020,,1,0,10,19
Employed full-time,Germany,"Other doctoral degree (Ph.D., Ed.D., etc.)",1000 to 4999 employees,26,18,European Euro,70000.0,37,2020,82600.0,11,0,1000,4999
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,13,1,United States dollar,75000.0,25,2020,75000.0,10,0,100,499
Employed full-time,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1000 to 4999 employees,22,5,European Euro,25000.0,30,2020,29500.0,10,0,1000,4999
Employed full-time,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1000 to 4999 employees,8,6,European Euro,36000.0,27,2020,42480.0,3,0,1000,4999
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,23,10,United States dollar,180000.0,40,2020,180000.0,10,0,500,999
Employed part-time,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,5,4,Swiss franc,,27,2020,,10,2,2,9
Employed full-time,Netherlands,Some college/university study without earning a degree,2 to 9 employees,13,10,European Euro,2000.0,29,2020,2360.0,1,0,2,9
Employed full-time,Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,19,15,United States dollar,966.0,40,2020,966.0,10,0,20,99
Employed full-time,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1000 to 4999 employees,31,26,European Euro,135000.0,40,2020,159300.0,10,0,1000,4999
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,12,8,United States dollar,75000.0,29,2020,75000.0,10,0,10000,10001
Employed full-time,Switzerland,"Associate degree (A.A., A.S., etc.)",2 to 9 employees,4,6,Swiss franc,80000.0,26,2020,87200.0,12,0,2,9
Employed full-time,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,22,11,Australian dollar,80000.0,31,2020,60800.0,10,0,2,9
Employed full-time,Germany,"Other doctoral degree (Ph.D., Ed.D., etc.)",20 to 99 employees,21,15,European Euro,65000.0,41,2020,76700.0,11,0,20,99
Employed full-time,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5000 to 9999 employees,8,1,European Euro,,23,2020,,9,0,5000,9999
Employed full-time,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1000 to 4999 employees,16,6,Swiss franc,6398.0,28,2020,6973.820000000001,10,0,1000,4999
Employed full-time,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,7,2,Swiss franc,5500.0,25,2020,5995.0,10,0,100,499
Employed full-time,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,22,12,European Euro,110000.0,40,2020,129800.0,9,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,18,7,United States dollar,56000.0,32,2020,56000.0,10,0,20,99
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,20,16,United States dollar,157000.0,38,2020,157000.0,10,0,2,9
"Independent contractor, freelancer, or self-employed",Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2 to 9 employees,32,10,Canadian dollar,200000.0,41,2020,160000.0,9,1,2,9
Employed full-time,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2 to 9 employees,5,Less than 1 year,European Euro,2000.0,21,2020,2360.0,9,0,2,9
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,29,12,United States dollar,210000.0,36,2020,210000.0,10,0,10000,10001
Employed part-time,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,10,10,European Euro,1000.0,22,2020,1180.0,9,2,20,99
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,40,20,United States dollar,72000.0,52,2020,72000.0,9,0,10000,10001
Employed full-time,Austria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,18,4,European Euro,50000.0,29,2020,59000.0,9,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5000 to 9999 employees,5,Less than 1 year,United States dollar,140000.0,36,2020,140000.0,10,0,5000,9999
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1000 to 4999 employees,21,19,United States dollar,91000.0,45,2020,91000.0,9,0,1000,4999
Employed full-time,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,8,5,European Euro,3869.0,25,2020,4565.42,9,0,20,99
Employed full-time,United States,Some college/university study without earning a degree,20 to 99 employees,16,5,United States dollar,310500.0,28,2020,310500.0,1,0,20,99
Employed full-time,United Kingdom,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,5,Less than 1 year,Pound sterling,23500.0,22,2020,32195.000000000004,10,0,500,999
Employed full-time,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",500 to 999 employees,8,3,Canadian dollar,105000.0,27,2020,84000.0,9,0,500,999
Employed full-time,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1000 to 4999 employees,24,17,Canadian dollar,,40,2020,,10,0,1000,4999
"Independent contractor, freelancer, or self-employed",United Kingdom,Some college/university study without earning a degree,500 to 999 employees,13,10,Pound sterling,9963.0,29,2020,13649.310000000001,1,1,500,999
Employed full-time,China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,7,3,Chinese Yuan Renminbi,,24,2020,,10,0,20,99
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,9,3,United States dollar,100000.0,27,2020,100000.0,9,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,25,15,United States dollar,150000.0,37,2020,150000.0,10,0,2,9
Employed full-time,United Kingdom,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,25,20,Pound sterling,,42,2020,,10,0,10000,10001
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,25,12,United States dollar,400000.0,36,2020,400000.0,9,0,10000,10001
"Independent contractor, freelancer, or self-employed",United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,34,22,United States dollar,,42,2020,,10,1,1,10001
Employed full-time,United Kingdom,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,5,1,Pound sterling,52000.0,21,2020,71240.0,10,0,100,499
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,18,7,United States dollar,95000.0,29,2020,95000.0,10,0,500,999
Employed full-time,United States,Some college/university study without earning a degree,500 to 999 employees,12,7,United States dollar,157000.0,31,2020,157000.0,1,0,500,999
Employed full-time,Canada,Some college/university study without earning a degree,1,7,2,Canadian dollar,50000.0,21,2020,40000.0,1,0,1,10001
Employed full-time,United States,Some college/university study without earning a degree,100 to 499 employees,10,8,United States dollar,122500.0,39,2020,122500.0,1,0,100,499
Employed full-time,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",100 to 499 employees,12,4,United States dollar,110000.0,29,2020,110000.0,3,0,100,499
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,6,1,United States dollar,45000.0,23,2020,45000.0,10,0,500,999
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,8,3,United States dollar,101000.0,26,2020,101000.0,9,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,20,15,United States dollar,90000.0,39,2020,90000.0,10,0,10000,10001
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,12,10,United States dollar,185000.0,31,2020,185000.0,9,0,100,499
"Independent contractor, freelancer, or self-employed",United States,Some college/university study without earning a degree,1,4,Less than 1 year,United States dollar,,22,2020,,1,1,1,10001
Employed full-time,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,15,10,Canadian dollar,160000.0,33,2020,128000.0,10,0,20,99
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",500 to 999 employees,5,3,United States dollar,75000.0,39,2020,75000.0,9,0,500,999
Employed full-time,United States,Some college/university study without earning a degree,10000 or more employees,8,3,United States dollar,81000.0,31,2020,81000.0,1,0,10000,10001
"Independent contractor, freelancer, or self-employed",United States,Some college/university study without earning a degree,10000 or more employees,32,20,United States dollar,3280.0,42,2020,3280.0,1,1,10000,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,40,33,United States dollar,,53,2020,,10,0,20,99
"Independent contractor, freelancer, or self-employed",United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1,8,8,United States dollar,,45,2020,,3,1,1,10001
Employed full-time,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,30,26,Canadian dollar,,48,2020,,9,0,100,499
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,20,10,United States dollar,90000.0,31,2020,90000.0,10,0,20,99
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,6,3,United States dollar,135000.0,25,2020,135000.0,10,0,20,99
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,40,22,United States dollar,135000.0,48,2020,135000.0,9,0,100,499
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,40,38,United States dollar,,60,2020,,10,0,10000,10001
Employed full-time,United States,"Associate degree (A.A., A.S., etc.)",20 to 99 employees,30,20,United States dollar,,56,2020,,12,0,20,99
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,8,4,United States dollar,85000.0,27,2020,85000.0,9,0,1,10001
Employed full-time,United States,Some college/university study without earning a degree,100 to 499 employees,6,5,United States dollar,130000.0,29,2020,130000.0,1,0,100,499
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,3,2,United States dollar,51000.0,26,2020,51000.0,9,0,20,99
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,12,8,United States dollar,70000.0,30,2020,70000.0,10,0,100,499
Employed full-time,United States,Some college/university study without earning a degree,10000 or more employees,30,15,United States dollar,200000.0,35,2020,200000.0,1,0,10000,10001
Employed full-time,Finland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1000 to 4999 employees,22,19,European Euro,75000.0,41,2020,88500.0,10,0,1000,4999
Employed full-time,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5000 to 9999 employees,3,2,Canadian dollar,72000.0,26,2020,57600.0,10,0,5000,9999
"Independent contractor, freelancer, or self-employed",India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,6,2,United States dollar,640.0,26,2020,640.0,9,1,20,99
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,6,3,United States dollar,125000.0,25,2020,125000.0,10,0,2,9
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,30,25,United States dollar,80000.0,52,2020,80000.0,10,0,500,999
Employed full-time,Dominican Republic,"Professional degree (JD, MD, etc.)",2 to 9 employees,16,11,United States dollar,24000.0,33,2020,24000.0,7,0,2,9
Employed full-time,United States,"Other doctoral degree (Ph.D., Ed.D., etc.)",10 to 19 employees,35,20,United States dollar,130000.0,50,2020,130000.0,11,0,10,19
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,21,6,United States dollar,107000.0,35,2020,107000.0,10,0,20,99
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,2,2,United States dollar,86250.0,30,2020,86250.0,9,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,12,12,United States dollar,174000.0,35,2020,174000.0,10,0,10000,10001
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,11,3,United States dollar,90000.0,25,2020,90000.0,9,0,10000,10001
"Independent contractor, freelancer, or self-employed",United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,16,15,United States dollar,,40,2020,,10,1,1,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,5,4,United States dollar,60000.0,45,2020,60000.0,10,0,500,999
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,10,5,United States dollar,177000.0,37,2020,177000.0,9,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,3,2,United States dollar,80000.0,30,2020,80000.0,10,0,10000,10001
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,30,8,United States dollar,100000.0,34,2020,100000.0,9,0,20,99
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,30,20,United States dollar,100000.0,48,2020,100000.0,9,0,20,99
"Independent contractor, freelancer, or self-employed",United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,20,20,United States dollar,140000.0,50,2020,140000.0,9,1,10000,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,12,9,United States dollar,65000.0,30,2020,65000.0,10,0,10,19
Employed full-time,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,7,4,Canadian dollar,70000.0,27,2020,56000.0,10,0,1,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,25,20,United States dollar,108000.0,50,2020,108000.0,10,0,20,99
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5000 to 9999 employees,5,1,United States dollar,62000.0,28,2020,62000.0,10,0,5000,9999
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1000 to 4999 employees,20,13,United States dollar,65000.0,38,2020,65000.0,10,0,1000,4999
Employed full-time,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1000 to 4999 employees,15,11,Canadian dollar,3000.0,50,2020,2400.0,10,0,1000,4999
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,29,25,United States dollar,110000.0,59,2020,110000.0,10,0,20,99
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,40,20,United States dollar,130000.0,53,2020,130000.0,10,0,10000,10001
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,15,21,United States dollar,150000.0,35,2020,150000.0,9,0,10000,10001
Employed full-time,United States,Some college/university study without earning a degree,1000 to 4999 employees,33,27,United States dollar,76000.0,48,2020,76000.0,1,0,1000,4999
Employed full-time,United States,Some college/university study without earning a degree,20 to 99 employees,25,19,United States dollar,,52,2020,,1,0,20,99
Employed full-time,United States,Some college/university study without earning a degree,20 to 99 employees,15,8,United States dollar,115000.0,26,2020,115000.0,1,0,20,99
Employed full-time,United States,Some college/university study without earning a degree,2 to 9 employees,2,Less than 1 year,United States dollar,65000.0,31,2020,65000.0,1,0,2,9
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1000 to 4999 employees,27,14,United States dollar,125000.0,33,2020,125000.0,9,0,1000,4999
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5000 to 9999 employees,19,10,United States dollar,55000.0,43,2020,55000.0,10,0,5000,9999
Employed full-time,United States,Some college/university study without earning a degree,10000 or more employees,1,Less than 1 year,United States dollar,85000.0,46,2020,85000.0,1,0,10000,10001
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1000 to 4999 employees,15,7,United States dollar,75000.0,31,2020,75000.0,9,0,1000,4999
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,20,16,United States dollar,,35,2020,,10,0,10000,10001
Employed full-time,United Kingdom,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,10,2,Pound sterling,81000.0,28,2020,110970.00000000001,9,0,1,10001
Employed full-time,United States,"Other doctoral degree (Ph.D., Ed.D., etc.)",5000 to 9999 employees,10,10,United States dollar,95000.0,46,2020,95000.0,11,0,5000,9999
Employed full-time,United States,Some college/university study without earning a degree,20 to 99 employees,3,1,United States dollar,,19,2020,,1,0,20,99
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1000 to 4999 employees,6,3,United States dollar,160000.0,40,2020,160000.0,9,0,1000,4999
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,11,3,United States dollar,92600.0,26,2020,92600.0,10,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1000 to 4999 employees,3,3,United States dollar,115000.0,33,2020,115000.0,10,0,1000,4999
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,7,5,United States dollar,140000.0,29,2020,140000.0,10,0,20,99
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,18,14,United States dollar,77000.0,38,2020,77000.0,10,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,15,5,United States dollar,110000.0,35,2020,110000.0,10,0,20,99
Employed full-time,Finland,Some college/university study without earning a degree,5000 to 9999 employees,1,Less than 1 year,European Euro,3870.0,35,2020,4566.599999999999,1,0,5000,9999
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,18,12,United States dollar,80000.0,36,2020,80000.0,10,0,2,9
Employed full-time,United States,Some college/university study without earning a degree,100 to 499 employees,3,2,United States dollar,50000.0,23,2020,50000.0,1,0,100,499
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1000 to 4999 employees,45,40,United States dollar,66000.0,63,2020,66000.0,9,0,1000,4999
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,5,2,United States dollar,63750.0,29,2020,63750.0,10,0,100,499
"Independent contractor, freelancer, or self-employed",United States,Some college/university study without earning a degree,1,37,37,United States dollar,150000.0,56,2020,150000.0,1,1,1,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,31,26,United States dollar,160000.0,59,2020,160000.0,10,0,100,499
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1000 to 4999 employees,10,1,United States dollar,84000.0,28,2020,84000.0,9,0,1000,4999
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",500 to 999 employees,14,10,United States dollar,137750.0,44,2020,137750.0,9,0,500,999
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,25,18,United States dollar,105000.0,49,2020,105000.0,10,0,20,99
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,20,20,United States dollar,,43,2020,,10,0,100,499
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,11,6,United States dollar,85000.0,30,2020,85000.0,9,0,100,499
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,4,Less than 1 year,United States dollar,94000.0,22,2020,94000.0,10,0,2,9
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1000 to 4999 employees,10,5,United States dollar,10400.0,30,2020,10400.0,9,0,1000,4999
Employed full-time,United States,Some college/university study without earning a degree,10000 or more employees,32,19,United States dollar,132000.0,40,2020,132000.0,1,0,10000,10001
Employed part-time,United States,Some college/university study without earning a degree,2 to 9 employees,13,4,United States dollar,85000.0,21,2020,85000.0,1,2,2,9
Employed full-time,United States,"Associate degree (A.A., A.S., etc.)",10 to 19 employees,36,11,United States dollar,1500.0,47,2020,1500.0,12,0,10,19
Employed part-time,United States,"Associate degree (A.A., A.S., etc.)",1,2,1,United States dollar,,27,2020,,12,2,1,10001
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,44,33,United States dollar,125000.0,58,2020,125000.0,9,0,20,99
"Independent contractor, freelancer, or self-employed",United States,"Associate degree (A.A., A.S., etc.)",1,29,21,United States dollar,160000.0,39,2020,160000.0,12,1,1,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,14,10,United States dollar,120000.0,36,2020,120000.0,10,0,20,99
Employed full-time,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,10,2,Canadian dollar,,25,2020,,10,0,20,99
Employed full-time,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,34,26,European Euro,80000.0,48,2020,94400.0,9,0,10000,10001
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,30,30,United States dollar,130000.0,60,2020,130000.0,9,0,100,499
Employed full-time,United States,"Other doctoral degree (Ph.D., Ed.D., etc.)",10000 or more employees,15,10,United States dollar,250000.0,30,2020,250000.0,11,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,20,16,United States dollar,,50,2020,,10,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,3,2,United States dollar,72.0,42,2020,72.0,10,0,500,999
Employed full-time,United States,"Other doctoral degree (Ph.D., Ed.D., etc.)",20 to 99 employees,51,22,United States dollar,135000.0,61,2020,135000.0,11,0,20,99
"Independent contractor, freelancer, or self-employed",United States,Some college/university study without earning a degree,1,48,32,United States dollar,190000.0,60,2020,190000.0,1,1,1,10001
Employed full-time,United States,"Associate degree (A.A., A.S., etc.)",100 to 499 employees,3,Less than 1 year,United States dollar,0.0,39,2020,0.0,12,0,100,499
Employed full-time,United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000 or more employees,17,14,United States dollar,160000.0,36,2020,160000.0,9,0,10000,10001
Employed full-time,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,32,23,Canadian dollar,125000.0,46,2020,100000.0,9,0,20,99
Employed full-time,Austria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5000 to 9999 employees,15,1,European Euro,65000.0,25,2020,76700.0,9,0,5000,9999
Employed full-time,Cuba,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,20,12,United States dollar,350.0,36,2020,350.0,10,0,20,99
Employed full-time,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1000 to 4999 employees,10,4,Canadian dollar,85000.0,39,2020,68000.0,9,0,1000,4999
Employed full-time,United States,Some college/university study without earning a degree,20 to 99 employees,27,23,United States dollar,230000.0,40,2020,230000.0,1,0,20,99
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,10,6,United States dollar,139100.0,27,2020,139100.0,10,0,500,999
"Independent contractor, freelancer, or self-employed",Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,51,More than 50 years,Canadian dollar,,69,2020,,10,1,2,9
"Independent contractor, freelancer, or self-employed",Australia,Some college/university study without earning a degree,2 to 9 employees,5,Less than 1 year,Australian dollar,750.0,30,2020,570.0,1,1,2,9
Employed full-time,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5000 to 9999 employees,11,7,European Euro,2350.0,29,2020,2773.0,9,0,5000,9999
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,25,25,United States dollar,90000.0,49,2020,90000.0,10,0,100,499
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,20,15,United States dollar,115000.0,43,2020,115000.0,10,0,1,10001
Employed full-time,United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000 or more employees,12,9,United States dollar,148000.0,42,2020,148000.0,10,0,10000,10001
